Track,TestCase,Matcher,Label Left,Comment Left,Type Left,URI Left,Relation,Confidence (Matcher),URI Right,Label Right,Comment Right,Type Right,Residual True Positive,Evaluation Result,addedInStep
knowledgegraph,nell-dbpedia,Baseline,"[""researchproject""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:researchproject,=,0.0,http://dbpedia.org/ontology/ResearchProject,"[""ResearchProject""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""planet""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:planet,=,1.0,http://dbpedia.org/ontology/Planet,"[""Planet""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""filmfestival""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:filmfestival,=,0.0,http://dbpedia.org/ontology/FilmFestival,"[""FilmFestival""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""awardtrophytournament""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:awardtrophytournament,=,0.0,http://dbpedia.org/ontology/Award,"[""Award""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""company""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:company,=,1.0,http://dbpedia.org/ontology/Company,"[""Company""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""comedian""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:comedian,=,1.0,http://dbpedia.org/ontology/Comedian,"[""Comedian""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""highway""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:highway,=,0.0,http://dbpedia.org/ontology/Road,"[""Road""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""beverage""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:beverage,=,1.0,http://dbpedia.org/ontology/Beverage,"[""Beverage""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""ethnicgroup""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:ethnicgroup,=,0.0,http://dbpedia.org/ontology/EthnicGroup,"[""EthnicGroup""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""reptile""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:reptile,=,1.0,http://dbpedia.org/ontology/Reptile,"[""Reptile""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""nonprofitorganization""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:nonprofitorganization,=,0.0,http://dbpedia.org/ontology/Non-ProfitOrganisation,"[""Non-ProfitOrganisation""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""winery""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:winery,=,1.0,http://dbpedia.org/ontology/Winery,"[""Winery""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""chef""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:chef,=,1.0,http://dbpedia.org/ontology/Chef,"[""Chef""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""olympics""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:olympics,=,1.0,http://dbpedia.org/ontology/Olympics,"[""Olympics""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""sport""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:sport,=,1.0,http://dbpedia.org/ontology/Sport,"[""Sport""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""chemical""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:chemical,=,0.0,http://dbpedia.org/ontology/ChemicalSubstance,"[""ChemicalSubstance""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""musicalbum""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicalbum,=,0.0,http://dbpedia.org/ontology/Album,"[""Album""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""conference""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:conference,=,0.0,http://dbpedia.org/ontology/AcademicConference,"[""AcademicConference""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""earthquakeevent""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:earthquakeevent,=,0.0,http://dbpedia.org/ontology/Earthquake,"[""Earthquake""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""protein""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:protein,=,1.0,http://dbpedia.org/ontology/Protein,"[""Protein""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""automobileengine""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:automobileengine,=,0.0,http://dbpedia.org/ontology/AutomobileEngine,"[""AutomobileEngine""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""televisionstation""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:televisionstation,=,0.0,http://dbpedia.org/ontology/TelevisionStation,"[""TelevisionStation""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""vein""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:vein,=,1.0,http://dbpedia.org/ontology/Vein,"[""Vein""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""actor""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:actor,=,1.0,http://dbpedia.org/ontology/Actor,"[""Actor""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""boardgame""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:boardgame,=,0.0,http://dbpedia.org/ontology/BoardGame,"[""BoardGame""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""magazine""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:magazine,=,1.0,http://dbpedia.org/ontology/Magazine,"[""Magazine""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""disease""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:disease,=,1.0,http://dbpedia.org/ontology/Disease,"[""Disease""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""muscle""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:muscle,=,1.0,http://dbpedia.org/ontology/Muscle,"[""Muscle""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""placeofworship""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:placeofworship,=,0.0,http://dbpedia.org/ontology/ReligiousBuilding,"[""ReligiousBuilding""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""bone""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:bone,=,1.0,http://dbpedia.org/ontology/Bone,"[""Bone""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""mollusk""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:mollusk,=,0.0,http://dbpedia.org/ontology/Mollusca,"[""Mollusca""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""mountainrange""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:mountainrange,=,0.0,http://dbpedia.org/ontology/MountainRange,"[""MountainRange""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""lymphnode""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:lymphnode,=,0.0,http://dbpedia.org/ontology/Lymph,"[""Lymph""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""professor""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:professor,=,1.0,http://dbpedia.org/ontology/Professor,"[""Professor""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""lake""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:lake,=,1.0,http://dbpedia.org/ontology/Lake,"[""Lake""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""programminglanguage""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:programminglanguage,=,0.0,http://dbpedia.org/ontology/ProgrammingLanguage,"[""ProgrammingLanguage""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""radiostation""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:radiostation,=,0.0,http://dbpedia.org/ontology/RadioStation,"[""RadioStation""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""skyscraper""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:skyscraper,=,1.0,http://dbpedia.org/ontology/Skyscraper,"[""Skyscraper""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""drug""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:drug,=,1.0,http://dbpedia.org/ontology/Drug,"[""Drug""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""mammal""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:mammal,=,1.0,http://dbpedia.org/ontology/Mammal,"[""Mammal""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""monument""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:monument,=,1.0,http://dbpedia.org/ontology/Monument,"[""Monument""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""island""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:island,=,1.0,http://dbpedia.org/ontology/Island,"[""Island""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""politician""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:politician,=,1.0,http://dbpedia.org/ontology/Politician,"[""Politician""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""website""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:website,=,1.0,http://dbpedia.org/ontology/Website,"[""Website""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""university""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:university,=,1.0,http://dbpedia.org/ontology/University,"[""University""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""visualartform""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:visualartform,=,0.0,http://dbpedia.org/ontology/Artwork,"[""Artwork""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""port""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:port,=,1.0,http://dbpedia.org/ontology/Port,"[""Port""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""bank""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:bank,=,1.0,http://dbpedia.org/ontology/Bank,"[""Bank""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""insect""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:insect,=,1.0,http://dbpedia.org/ontology/Insect,"[""Insect""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""city""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:city,=,1.0,http://dbpedia.org/ontology/City,"[""City""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""river""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:river,=,1.0,http://dbpedia.org/ontology/River,"[""River""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""musicinstrument""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicinstrument,=,0.0,http://dbpedia.org/ontology/Instrument,"[""Instrument""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""athlete""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:athlete,=,1.0,http://dbpedia.org/ontology/Athlete,"[""Athlete""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""scientist""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:scientist,=,1.0,http://dbpedia.org/ontology/Scientist,"[""Scientist""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""cardgame""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:cardgame,=,0.0,http://dbpedia.org/ontology/CardGame,"[""CardGame""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""judge""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:judge,=,1.0,http://dbpedia.org/ontology/Judge,"[""Judge""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""braintissue""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:braintissue,=,0.0,http://dbpedia.org/ontology/Brain,"[""Brain""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""bombingevent""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:bombingevent,=,0.0,http://dbpedia.org/ontology/Attack,"[""Attack""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""politicsissue""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:politicsissue,=,0.0,http://dbpedia.org/ontology/PoliticalConcepts,"[""PoliticalConcepts""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""profession""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:profession,=,1.0,http://dbpedia.org/ontology/Profession,"[""Profession""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""cave""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:cave,=,1.0,http://dbpedia.org/ontology/Cave,"[""Cave""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""writer""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:writer,=,1.0,http://dbpedia.org/ontology/Writer,"[""Writer""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""monarch""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:monarch,=,1.0,http://dbpedia.org/ontology/Monarch,"[""Monarch""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""grandprix""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:grandprix,=,0.0,http://dbpedia.org/ontology/GrandPrix,"[""GrandPrix""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""bacteria""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:bacteria,=,1.0,http://dbpedia.org/ontology/Bacteria,"[""Bacteria""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""coach""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:coach,=,1.0,http://dbpedia.org/ontology/Coach,"[""Coach""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""hobby""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:hobby,=,0.0,http://dbpedia.org/ontology/Activity,"[""Activity""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""musicfestival""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicfestival,=,0.0,http://dbpedia.org/ontology/MusicFestival,"[""MusicFestival""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""archaea""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:archaea,=,1.0,http://dbpedia.org/ontology/Archaea,"[""Archaea""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""director""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:director,=,0.0,http://dbpedia.org/ontology/MovieDirector,"[""MovieDirector""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""park""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:park,=,1.0,http://dbpedia.org/ontology/Park,"[""Park""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""recordlabel""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:recordlabel,=,0.0,http://dbpedia.org/ontology/RecordLabel,"[""RecordLabel""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""fish""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:fish,=,1.0,http://dbpedia.org/ontology/Fish,"[""Fish""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""book""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:book,=,1.0,http://dbpedia.org/ontology/Book,"[""Book""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""language""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:language,=,1.0,http://dbpedia.org/ontology/Language,"[""Language""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""museum""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:museum,=,1.0,http://dbpedia.org/ontology/Museum,"[""Museum""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""year""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:year,=,1.0,http://dbpedia.org/ontology/Year,"[""Year""]",[],"[""owl:Class"",""rdfs:Class""]",false,true positive,simple match
knowledgegraph,nell-dbpedia,Baseline,"[""academicfield""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:academicfield,=,0.0,http://dbpedia.org/ontology/AcademicSubject,"[""AcademicSubject""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
knowledgegraph,nell-dbpedia,Baseline,"[""musicartist""]",[],"[""owl:Class"",""rdfs:Class""]",http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicartist,=,0.0,http://dbpedia.org/ontology/MusicalArtist,"[""MusicalArtist""]",[],"[""owl:Class"",""rdfs:Class""]",true,false negative,
